id_seqpos,reactivity,deg_Mg_pH10,deg_Mg_50C
id_2a66a03f6_52,0.15842317,0.24878219,0.18046385
id_2a66a03f6_53,0.4776609,0.20575377,0.16786678
id_2a66a03f6_54,0.27078417,0.15779322,0.14146666
id_2a66a03f6_60,0.16433911,0.31775534,0.1292845
id_2a6a9af2b_6,0.45125353,0.6665802,0.61246246
id_2a6a9af2b_9,-0.04366835,0.17045517,0.005496049
id_2a6a9af2b_16,0.39459985,0.21048884,0.17711502
id_2a6a9af2b_20,-0.005275595,0.18902928,0.05404116
id_2a6a9af2b_31,-0.035290275,0.057526994,0.015980667
id_2a6a9af2b_33,0.5915908,0.7033795,0.6438261
id_2a6a9af2b_35,0.6751025,1.0324209,0.9687396
id_2a6a9af2b_38,0.07984316,0.11725863,0.0958033
id_2a6a9af2b_49,0.06691165,0.19772533,0.09391363
id_2a6a9af2b_50,0.0019550156,0.22534725,0.065744035
id_2a6a9af2b_56,0.3110669,0.3310894,0.36485088
id_2a6a9af2b_59,0.6350271,0.7259312,0.789048
id_2a7a4496f_0,-1.5743605,0.014461554,0.3104477
id_2a7a4496f_2,-1.7904682,-0.059828885,0.19350103
id_2a7a4496f_5,-0.0026777692,0.008787893,-0.33559847
id_2a7a4496f_12,0.027475169,0.1897353,1.0249656
id_2a7a4496f_21,0.27510792,-0.02448278,-0.07883246
id_2a7a4496f_25,-0.043126766,0.0032698943,0.0632036
id_2a7a4496f_32,-0.48249602,-0.07755813,1.5329885
id_2a7a4496f_34,0.20016682,-0.051987324,0.003477272
id_2a7a4496f_42,-0.13418421,-0.087113634,0.26434332
id_2a7a4496f_44,0.80946714,-0.21111201,0.04597844
id_2a7a4496f_49,1.1978799,0.6386525,1.828211
id_2a7a4496f_51,-0.7800207,4.282195,1.2285593
id_2a7a4496f_53,-0.09025459,0.36527318,0.76054984
id_2a7a4496f_57,0.32443604,0.6084782,0.21345805
id_2a7a4496f_59,0.4826988,2.785281,2.204747
id_2a7a4496f_61,1.4822662,3.1782224,4.3037815
id_2a983d026_1,2.8191972,4.6268425,4.4069195
id_2a983d026_6,0.38417134,0.77101785,0.41918284
id_2a983d026_10,0.068995826,0.12683043,0.105449975
id_2a983d026_11,0.4473833,1.4555081,1.0620766
id_2a983d026_13,1.0522149,1.0945171,1.2615265
id_2a983d026_14,0.8133315,0.6304623,0.73129314
id_2a983d026_23,0.56363046,0.2636583,0.17498016
id_2a983d026_31,0.02922613,0.08678431,0.12605184
id_2a983d026_37,0.47237262,0.45674917,0.32269529
id_2a983d026_38,0.015644796,0.0910691,0.034113523
id_2a983d026_40,-0.018273115,0.113827236,0.009014167
id_2a983d026_47,0.24373643,0.09819098,0.13190526
id_2a983d026_48,0.22631396,0.091652915,0.06363696
id_2a983d026_60,0.21245652,0.52437174,0.55389416
id_2a983d026_62,0.021422165,0.092621736,0.04612595
id_2a983d026_63,0.14285307,0.36643028,0.17924859
id_2ab513ee0_10,0.13776746,0.4715599,0.17061491
id_2ab513ee0_13,0.20731811,0.40424448,0.24620521
id_2ab513ee0_15,0.7364838,0.5605346,0.46631405
id_2ab513ee0_18,0.10312849,0.17980753,0.1641466
id_2ab513ee0_20,0.07455555,0.20348346,0.09383017
id_2ab513ee0_30,1.57292,0.65913606,0.6550897
id_2ab513ee0_37,0.8652753,0.5020422,0.48497128
id_2ab513ee0_40,0.1112348,0.25409117,0.13569158
id_2ab513ee0_41,-0.0072219335,0.050109666,0.04568795
id_2ab513ee0_45,-0.04766749,0.08610263,0.023049302
id_2ab513ee0_52,0.031276915,0.12631394,0.13805698
id_2ab513ee0_56,1.0157431,0.4730891,0.81457585
id_2ab513ee0_63,0.17035145,0.19384937,0.16788068
id_2ac476592_2,1.5647712,0.7923232,0.5165872
id_2ac476592_23,0.81658703,0.2644978,0.46852112
id_2ac476592_31,0.4357918,0.33091706,0.48001948
id_2ac476592_32,0.22288159,0.00034506895,0.37414217
id_2ac476592_38,0.072260864,0.37129816,0.24606833
id_2ac476592_41,0.2118674,0.26513767,0.5661813
id_2ac476592_46,0.33440247,0.30940378,0.77917314
id_2ac476592_49,0.20983686,0.3437135,0.8477568
id_2ac476592_63,0.105657235,0.5488833,0.68883014
id_2ac476592_67,0.45544234,0.36880067,0.56494606
id_2acaec4d9_1,1.3039386,1.9547917,1.7022655
id_2acaec4d9_2,1.6249567,1.314995,1.5882828
id_2acaec4d9_7,0.009412307,0.13231759,0.1198535
id_2acaec4d9_11,0.28166357,0.37251094,0.35897753
id_2acaec4d9_12,0.08233762,0.2847877,0.2148619
id_2acaec4d9_19,0.33118856,0.55365986,0.30695894
id_2acaec4d9_31,0.7116466,0.42940557,0.46100688
id_2acaec4d9_32,0.5097437,0.43821132,0.39614663
id_2acaec4d9_34,0.09830557,0.24333458,0.16791597
id_2acaec4d9_36,0.053101525,0.088258095,0.08392826
id_2acaec4d9_44,0.14069708,0.23921551,0.16394892
id_2acaec4d9_49,0.11579965,0.25619414,0.1745806
id_2acaec4d9_50,0.33688718,0.2377245,0.10540509
id_2acaec4d9_51,0.05490102,0.18794353,0.073473416
id_2acaec4d9_52,0.16282414,0.14774136,0.14391355
id_2acaec4d9_55,0.20925903,0.21304289,0.24943653
id_2acaec4d9_56,0.4778121,0.9471791,0.6721034
id_2acaec4d9_58,0.63789624,0.40730813,0.5112592
id_2acaec4d9_63,0.07339342,0.40961877,0.27565017
id_2adf6505a_7,0.65383816,0.5207088,0.6964907
id_2adf6505a_15,0.6365704,0.85216826,0.9531471
id_2adf6505a_29,0.32475516,0.24318969,0.31431338
id_2adf6505a_30,0.076333754,0.16134426,0.13453321
id_2adf6505a_34,0.7227113,0.4070313,0.48773822
id_2adf6505a_36,0.60919327,0.62118775,0.4952098
id_2adf6505a_37,0.8252942,1.0779787,0.88980323
id_2adf6505a_38,0.19199896,0.20821355,0.1430883
id_2adf6505a_43,0.07335814,0.04993492,0.100960046
id_2adf6505a_46,0.09332055,0.17028733,0.14146958
id_2adf6505a_50,0.24229336,0.6045024,0.53956616
id_2adf6505a_54,0.29651374,0.561634,0.5565733
id_2adf6505a_59,0.20042032,0.47786656,0.35824192
id_2ae740c81_2,1.121811,0.9236517,1.1360393
id_2ae740c81_5,0.8087139,0.7542685,0.7963846
id_2ae740c81_10,0.4975288,0.5221632,0.41789502
id_2ae740c81_14,0.012786215,0.084455915,0.025622863
id_2ae740c81_21,0.0141002,0.032708164,-0.004559642
id_2ae740c81_26,0.27506462,0.29625493,0.15355335
id_2ae740c81_30,0.8450697,1.1912253,0.7616826
id_2ae740c81_42,1.0312728,0.71308243,0.44524378
id_2ae740c81_45,0.014727402,0.057400826,0.014706649
id_2ae740c81_46,0.041973982,0.24959983,0.05159636
id_2ae740c81_57,0.53651506,0.4214553,0.37310567
id_2ae740c81_66,0.15609463,0.12089019,0.08982088
id_2b0bd5740_6,0.24636196,0.2584018,0.2256554
id_2b0bd5740_9,0.4056327,0.21348245,0.2618165
id_2b0bd5740_14,0.9474744,0.26349244,0.42053753
id_2b0bd5740_22,0.49390653,0.53338695,0.46714163
id_2b0bd5740_27,0.03735527,0.11171771,0.080485724
id_2b0bd5740_29,0.08243854,0.2821073,0.09421594
id_2b0bd5740_36,0.20242685,0.22624098,0.12986061
id_2b0bd5740_38,0.06597005,0.12927264,0.07023029
id_2b0bd5740_39,0.09054348,0.106404535,0.079189315
id_2b0bd5740_48,0.024588643,0.1887172,0.020259304
id_2b0bd5740_56,0.17043822,0.14698525,0.099290214
id_2b0bd5740_58,0.023614878,0.067421325,0.036847718
id_2b0bd5740_62,0.001290972,0.11479313,0.021590637
id_2b25abb2c_0,0.5584238,0.77773154,0.6164406
id_2b25abb2c_5,0.59862787,0.86755353,0.746978
id_2b25abb2c_14,0.31501755,0.31515098,0.32591888
id_2b25abb2c_27,0.75000125,1.2747109,1.0926592
id_2b25abb2c_30,0.6803178,1.3086461,1.1288598
id_2b25abb2c_33,0.93333906,1.5140275,1.459788
id_2b25abb2c_36,0.34285885,0.27403095,0.22243018
id_2b25abb2c_39,0.53778136,0.6612457,0.55610377
id_2b25abb2c_44,0.805846,0.8094798,0.6111313
id_2b25abb2c_47,0.50383264,0.66734284,0.6049592
id_2b25abb2c_66,0.17451748,0.39236847,0.4204163
id_2b25abb2c_67,0.08439716,0.50374836,0.3592297
id_2b5feeebd_3,0.55065507,0.26013243,0.4562915
id_2b5feeebd_6,0.51565164,0.52805185,0.34141335
id_2b5feeebd_9,0.17185386,0.8309047,0.33944649
id_2b5feeebd_17,0.49169356,0.4435096,0.44067684
id_2b5feeebd_18,0.3234572,1.0897036,0.55473906
id_2b5feeebd_27,0.45310843,0.25424954,0.1073684
id_2b5feeebd_29,0.04123242,-0.002418463,0.093662605
id_2b5feeebd_32,0.21690968,0.55458134,0.2965299
id_2b5feeebd_33,0.44590828,0.19017576,0.19337301
id_2b5feeebd_37,0.5626419,0.5044082,0.29808542
id_2b5feeebd_38,0.8195601,0.92645824,0.32451603
id_2b5feeebd_40,0.13481738,-0.012612236,-0.0039674826
id_2b5feeebd_46,0.062495295,0.3212905,0.2268559
id_2b5feeebd_59,0.40585917,0.43933856,0.40286517
id_2b5feeebd_65,0.34067088,0.32007003,0.48006552
id_2b5feeebd_66,0.34209266,0.6338399,0.7168494
id_2b65f1257_14,0.031508423,0.33888566,0.047397275
id_2b65f1257_15,0.035308518,0.040172722,0.03059813
id_2b65f1257_19,0.13040972,0.27609178,0.2022077
id_2b65f1257_20,1.3145844,1.2168472,1.2085205
id_2b65f1257_27,0.017535374,0.069689944,0.0440931
id_2b65f1257_34,0.1257387,0.27073446,0.123646624
id_2b65f1257_36,0.055459153,0.13737868,0.079421066
id_2b65f1257_52,0.18926075,0.49045655,0.43636885
id_2b65f1257_59,0.033104073,0.14741246,0.04607643
id_2b65f1257_60,0.01103254,0.20906992,0.044989526
id_2b65f1257_62,0.024300365,0.105542876,0.0304403
id_2bb701124_17,0.9091599,0.9899256,1.0345643
id_2bb701124_21,0.083887495,0.30586958,0.19965588
id_2bb701124_22,0.049345396,0.20267312,0.095030285
id_2bb701124_27,0.4732983,0.23740242,0.23667064
id_2bb701124_53,0.43701842,0.40019456,0.40385538
id_2bb701124_54,1.2592556,1.1019602,1.0643014
id_2bb701124_57,0.89799696,1.131589,1.0819063
id_2bb701124_64,0.22958487,0.38037375,0.4415744
id_2bb701124_65,0.21115828,0.551999,0.43653673
id_2bb76d566_6,0.70800465,0.82609135,0.63917834
id_2bb76d566_19,0.21195228,0.3847892,0.29300377
id_2bb76d566_23,0.13433738,0.20657012,0.21162476
id_2bb76d566_32,0.1929586,0.6212957,0.55975944
id_2bb76d566_37,0.21094616,0.20686151,0.21518078
id_2bb76d566_44,0.2425615,0.18745714,0.16138476
id_2bb76d566_46,0.386987,0.70882356,0.4518459
id_2bb76d566_51,0.8079661,0.6287291,0.80246687
id_2bb76d566_54,0.057847623,0.194583,0.23949564
id_2bb76d566_56,-0.012461669,0.21746905,0.2623628
id_2bb76d566_66,0.44880718,0.5120443,0.41034752
id_2bc699ef8_1,1.7040459,2.4004316,2.9206545
id_2bc699ef8_16,0.3311767,0.5390868,0.36967355
id_2bc699ef8_17,0.02261072,0.32291162,0.22604685
id_2bc699ef8_24,0.5946096,0.21187323,0.25642058
id_2bc699ef8_32,0.39937955,1.7365881,0.9722334
id_2bc699ef8_34,0.8323811,1.3263694,0.86423993
id_2bc699ef8_41,0.043104798,0.07504683,0.06181945
id_2bc699ef8_55,0.100369,0.24214588,0.1940358
id_2bc699ef8_56,0.27145648,0.7206996,0.529948
id_2bc699ef8_62,0.043544818,0.11068402,0.058175966
id_2bc699ef8_64,-0.008312677,0.25252715,0.1560347
id_2bc6f631b_2,1.1297345,0.91138434,1.2255913
id_2bc6f631b_21,0.5866706,0.33619997,0.17718759
id_2bc6f631b_22,0.08333154,0.33732012,0.2343963
id_2bc6f631b_29,0.57396257,0.3765124,0.29661477
id_2bc6f631b_30,0.6673674,0.9577761,0.51928675
id_2bc6f631b_31,0.9181822,0.9502109,0.55323803
id_2bc6f631b_40,0.028469471,0.17822301,0.047008466
id_2bc6f631b_65,0.77816033,0.32081422,0.30490187
id_2bd9f20c0_0,0.495214,0.6004264,0.45617297
id_2bd9f20c0_2,1.0516771,0.8092755,1.0183104
id_2bd9f20c0_3,0.811448,0.7516621,0.91296023
id_2bd9f20c0_4,0.3908822,0.46075305,0.6036416
id_2bd9f20c0_11,0.6077216,0.7072846,0.589078
id_2bd9f20c0_16,0.5766676,0.7898082,0.6376547
id_2bd9f20c0_21,0.36274335,1.0758699,0.37573975
id_2bd9f20c0_29,0.2800904,0.2814632,0.14137788
id_2bd9f20c0_30,0.14825968,0.28272152,0.13726716
id_2bd9f20c0_31,0.06947019,0.22561905,0.11512736
id_2bd9f20c0_47,0.114268035,0.16219895,0.06331196
id_2bd9f20c0_51,0.27623,0.2212629,0.17177841
id_2bd9f20c0_52,0.08888533,0.14911617,0.04821629
id_2bd9f20c0_54,0.31291857,0.3692726,0.17800707
id_2bd9f20c0_55,0.6426009,1.8657334,1.4336642
id_2bd9f20c0_61,0.22640954,0.50045514,0.20379037
id_2bdf376b4_7,-0.021833176,0.029915031,0.008636662
id_2bdf376b4_9,0.4209176,0.13297737,0.19295427
id_2bdf376b4_13,0.35642275,0.11209644,0.19997382
id_2bdf376b4_15,0.07102336,0.03627263,0.09913071
id_2bdf376b4_16,0.2405369,0.34842855,0.37854093
id_2bdf376b4_18,0.5190163,0.32772008,0.29461467
id_2bdf376b4_19,0.18947643,0.16460241,0.21278346
id_2bdf376b4_24,0.1686271,0.12745742,0.2072721
id_2bdf376b4_33,0.67113405,0.7750773,1.1740226
id_2bdf376b4_36,1.0936807,1.5056103,1.1771573
id_2bdf376b4_43,1.0690342,0.9651689,0.97156185
id_2bdf376b4_44,0.7038386,1.8776443,1.5688131
id_2bdf376b4_46,0.4381288,0.28388384,0.31593096
id_2bdf376b4_49,0.4392039,1.2947799,1.8941938
id_2bdf376b4_60,0.37970832,0.20319341,0.35444167
id_2bdf376b4_61,0.7767079,1.112752,1.2675505
id_2bf1206b9_2,1.1317736,0.36146432,0.6622128
id_2bf1206b9_6,0.589407,0.8045174,1.1675059
id_2bf1206b9_8,0.19247861,0.19030505,0.29932836
id_2bf1206b9_11,0.105602644,0.1586535,0.15049304
id_2bf1206b9_17,0.018046819,0.16130665,0.03404159
id_2bf1206b9_21,0.030629473,0.11070969,0.026221426
id_2bf1206b9_23,0.035325203,0.14768896,0.07039866
id_2bf1206b9_27,0.07428395,0.014300085,-0.0036250195
id_2bf1206b9_28,0.41251397,0.39445984,0.21155389
id_2bf1206b9_29,0.9410887,0.4574929,0.41324502
id_2bf1206b9_40,0.051484317,0.11581366,0.062392235
id_2bf1206b9_47,0.16249806,0.175609,0.04576657
id_2bf1206b9_55,0.75708205,0.40803918,0.4196815
id_2bf1206b9_58,1.0583295,1.5148225,1.1531763
id_2bf4417d3_13,0.36374864,0.4338605,0.60958254
id_2bf4417d3_19,0.25046787,0.3785592,0.4181642
id_2bf4417d3_28,0.4483941,0.34512407,0.3964593
id_2bf4417d3_43,0.6012163,0.61380965,0.4852394
id_2bf4417d3_45,0.0047799856,0.19524896,0.26473755
id_2bf4417d3_50,0.10834506,0.121012054,0.08658061
id_2bf4417d3_56,0.787346,2.3654358,1.8962617
id_2bf4417d3_65,0.41176113,0.37366593,0.42616552
id_2c1776c28_3,0.7223396,0.37320724,0.5507674
id_2c1776c28_7,0.28332862,0.40906233,0.44071004
id_2c1776c28_16,0.110321164,0.049701914,0.033961736
id_2c1776c28_24,0.4022211,0.30378553,0.1728251
id_2c1776c28_26,0.11558213,0.18602534,-0.13021405
id_2c1776c28_33,0.36087257,0.22267778,0.13346033
id_2c1776c28_35,0.134685,0.096798725,0.11389448
id_2c1776c28_38,0.39664748,0.38521686,0.36852106
id_2c1776c28_39,0.83576846,1.2646873,0.97625595
id_2c1776c28_42,0.28311336,0.3454296,0.36782175
id_2c1776c28_43,0.1249582,0.23639107,0.24191779
id_2c1776c28_61,0.4366712,0.8447735,0.42889404
id_2c17dd165_3,0.54612446,0.26108614,0.39388356
id_2c17dd165_5,0.22928907,0.38498783,0.5089193
id_2c17dd165_18,0.23342797,0.34188482,0.25189358
id_2c17dd165_20,-0.006593928,0.3814918,0.5724685
id_2c17dd165_25,0.574536,0.40607464,0.37636566
id_2c17dd165_30,0.28522152,0.27949882,0.27334234
id_2c17dd165_32,0.6363942,0.38590944,0.25531062
id_2c17dd165_33,0.42905948,0.32956582,0.42216483
id_2c17dd165_35,0.33417693,0.21113099,0.26356667
id_2c17dd165_37,0.26593295,0.11106145,0.09089199
id_2c17dd165_39,0.31249365,0.28605142,0.1336901
id_2c17dd165_43,0.05373189,0.14913572,0.1408845
id_2c17dd165_51,0.3998737,0.4510376,0.47345388
id_2c17dd165_52,0.26176345,0.35343096,0.19734617
id_2c17dd165_57,0.35041338,0.3412135,0.4992991
id_2c17dd165_62,0.46977806,0.42169017,0.3727852
id_2c17dd165_67,0.37262726,0.5772627,0.28691256
id_2c1d7df73_8,0.025772456,0.48777896,0.18632697
id_2c1d7df73_13,0.06792802,0.1228312,0.06866348
id_2c1d7df73_17,0.4822201,0.43607122,0.37923127
id_2c1d7df73_23,1.3578452,1.4299214,1.6540209
id_2c1d7df73_27,0.04293491,0.11604321,0.09663202
id_2c1d7df73_28,0.04135585,0.13049068,0.049845915
id_2c1d7df73_31,0.3613744,0.4584676,0.29654428
id_2c1d7df73_33,0.89128304,1.4385638,1.0445513
id_2c1d7df73_37,0.49990043,0.25280166,0.2029172
id_2c1d7df73_38,0.104439355,0.2532581,0.113505416
id_2c1d7df73_39,0.0074399374,0.3760723,0.14732355
id_2c1d7df73_46,0.1167614,0.15566397,0.17537999
id_2c1d7df73_47,0.059940737,0.16876832,0.077487275
id_2c1d7df73_53,0.72363704,0.8962464,0.5512317
id_2c1d7df73_56,0.03962492,0.1973344,0.0742567
id_2c1d7df73_60,0.46258667,1.5345051,1.2326034
id_2c1d7df73_63,0.065288104,0.28270364,0.1247815
id_2c1d7df73_64,0.04400093,0.15484913,0.09230123
id_2c1d7df73_67,0.68306607,1.0086608,0.5167008
id_2c29a6754_3,1.0973961,1.1195674,1.4154117
id_2c29a6754_9,0.9166595,0.69655186,0.5944441
id_2c29a6754_14,0.44237205,0.46903512,0.5075083
id_2c29a6754_16,0.6585181,0.91787285,0.7295153
id_2c29a6754_18,0.21440233,0.28284186,0.42588395
id_2c29a6754_24,0.103294134,0.22123355,0.12963335
id_2c29a6754_28,0.50694644,0.7030778,0.7387419
id_2c29a6754_34,0.660586,0.48480588,0.6528541
id_2c29a6754_40,0.15896617,0.2332176,0.09017963
id_2c29a6754_48,0.07899231,0.17174408,0.122379184
id_2c29a6754_51,0.86957824,0.35503143,0.15962793
id_2c29a6754_57,0.87838006,0.7172498,0.42934132
id_2c29a6754_58,0.31352028,0.30963182,0.21756493
id_2c29a6754_59,0.09624412,0.4132131,0.24454094
id_2c29a6754_61,0.7249176,1.3306978,1.124855
id_2c29a6754_62,0.40272745,0.7219519,0.5940363
id_2c29a6754_65,0.6847801,0.42618653,0.58557606
id_2c29a6754_67,0.8336997,0.818421,0.6777512
id_2c31d1283_0,0.5980325,0.57364076,0.48231518
id_2c31d1283_2,1.2951803,0.8737433,0.9304395
id_2c31d1283_4,1.1339068,1.1192439,1.1819946
id_2c31d1283_25,0.077220455,0.312852,0.18034992
id_2c31d1283_27,0.12248605,0.1624912,0.0694386
id_2c31d1283_29,0.27664366,0.36040938,0.2377113
id_2c31d1283_33,0.19077435,0.17693634,0.17648514
id_2c31d1283_55,0.13257025,0.24247582,0.18761012
id_2c31d1283_64,0.4921692,0.3134106,0.40099785
id_2c31d1283_65,0.5751055,0.65906394,0.556646
id_2c31d1283_66,0.3482058,0.3806807,0.32482463
id_2c438e4f7_2,1.106403,0.9853796,1.0190598
id_2c438e4f7_7,0.85827386,1.9850552,1.8936318
id_2c438e4f7_9,1.2197448,0.92204815,0.8997495
id_2c438e4f7_11,0.21940932,0.3583182,0.35522935
id_2c438e4f7_14,0.03817804,0.055795148,0.047459856
id_2c438e4f7_22,0.06309519,0.3043948,0.06316355
id_2c438e4f7_30,0.04285775,0.123123854,0.029976586
id_2c438e4f7_31,0.17913754,0.36317438,0.2180778
id_2c438e4f7_35,0.9639593,0.3665573,0.28690755
id_2c438e4f7_40,0.8250399,0.9693836,0.5004846
id_2c438e4f7_41,0.18481873,0.25270537,0.12643889
id_2c438e4f7_42,0.08206777,0.16582394,0.107407436
id_2c438e4f7_46,0.036737405,0.17220359,0.120019734
id_2c438e4f7_49,0.12575221,0.21064642,0.086702004
id_2c438e4f7_52,0.15022726,0.23461129,0.14012189
id_2c438e4f7_54,0.07497807,0.18791176,0.14690764
id_2c438e4f7_57,0.45868286,0.2697074,0.21711071
id_2c438e4f7_62,0.009411995,0.09918547,0.027132355
id_2c438e4f7_63,0.09586793,0.22279434,0.18728505
id_2c438e4f7_65,0.9335235,1.6654805,1.5523763
id_2c7f6eb38_0,0.57819206,0.6535202,0.52238446
id_2c7f6eb38_1,2.3818982,3.1385076,3.1179125
id_2c7f6eb38_2,1.0704187,0.26207316,0.37343377
id_2c7f6eb38_8,0.038773462,0.15091573,0.078874275
id_2c7f6eb38_12,0.0139943035,0.0719661,0.03712762
id_2c7f6eb38_15,0.7047529,0.22775266,0.5975825
id_2c7f6eb38_21,0.056322753,0.12877573,0.043237127
id_2c7f6eb38_24,0.0159383,0.058400672,0.032754246
id_2c7f6eb38_29,0.52096283,0.24500102,0.4772003
id_2c7f6eb38_41,0.08501001,0.092772394,0.06904347
id_2c7f6eb38_44,0.219997,0.1603712,0.09972021
id_2c7f6eb38_46,0.04664191,0.07789194,0.020091582
id_2c7f6eb38_55,0.28474545,0.43175966,0.6537018
id_2c7f6eb38_56,0.99295515,0.32610476,1.033626
id_2c7f6eb38_61,0.11655835,0.17326488,0.1145446
id_2cb2febfd_0,0.64885926,0.83072716,0.54281753
id_2cb2febfd_6,0.10503367,0.06990103,0.09203185
id_2cb2febfd_7,0.025520619,0.04952402,0.09155812
id_2cb2febfd_8,0.33884606,0.15535772,0.12396795
id_2cb2febfd_10,-0.008436093,0.11223971,0.097391024
id_2cb2febfd_16,0.59444135,0.4525635,0.43473473
id_2cb2febfd_21,0.4348837,0.25152406,0.2602781
id_2cb2febfd_28,0.05918132,0.21794963,0.029203286
id_2cb2febfd_31,-0.0059966315,0.19607157,0.0835626
id_2cb2febfd_41,0.37165347,0.99569035,0.5693267
id_2cb2febfd_57,1.1321083,0.60417265,0.77695143
id_2cb2febfd_66,0.3345974,0.45863196,0.47966403
id_2cb616b3b_19,0.59690815,0.38229895,0.25889844
id_2cb616b3b_22,0.08927116,0.20280677,0.08691774
id_2cb616b3b_28,0.2718846,0.64141,0.511241
id_2cb616b3b_30,0.21636184,0.60761905,0.635851
id_2cb616b3b_39,0.46237573,0.47691643,0.6930924
id_2cb616b3b_52,0.5020367,0.2897598,0.36354855
id_2cb616b3b_61,0.04434222,0.20217477,0.15209064
id_2cb616b3b_64,0.18945085,0.38584065,0.4973096
id_2cbddc2f9_7,0.63737905,0.4753246,0.6863649
id_2cbddc2f9_9,0.4455257,0.3664176,0.43898863
id_2cbddc2f9_12,0.5901347,0.8165735,0.683444
id_2cbddc2f9_13,0.7374735,0.4223262,0.56393915
id_2cbddc2f9_16,0.21487194,0.09845742,0.21318443
id_2cbddc2f9_20,0.26779222,0.2003751,0.2649855
id_2cbddc2f9_24,0.2101235,0.2961455,0.35004002
id_2cbddc2f9_29,0.23936288,0.092383415,0.24241702
id_2cbddc2f9_30,0.11692826,0.07232038,0.10638491
id_2cbddc2f9_40,0.17463268,0.29694644,0.44992742
id_2cbddc2f9_44,0.36497837,0.18707487,0.37093997
id_2cbddc2f9_45,0.34937274,0.22582094,0.23789535
id_2cbddc2f9_48,0.11372345,-0.024741668,0.17870922
id_2cbddc2f9_49,0.8610578,0.5878809,0.9601016
id_2cbddc2f9_50,0.30119595,0.15840214,0.33334494
id_2cbddc2f9_58,0.3847877,0.30215898,0.5480528
id_2cbddc2f9_59,0.2623092,0.15747726,0.2685629
id_2cbddc2f9_61,0.68321866,0.6173369,0.77340806
id_2cbddc2f9_65,0.3313823,0.22743957,0.44532025
id_2cbe08285_8,0.48372677,0.47129437,0.6443955
id_2cbe08285_11,0.35234535,0.42206624,0.4600507
id_2cbe08285_17,0.1791348,0.23548536,0.31337532
id_2cbe08285_24,0.22544028,0.38338,0.4368307
id_2cbe08285_27,0.31758124,0.3646706,0.50468326
id_2cbe08285_33,0.49338275,0.784246,0.7590529
id_2cbe08285_35,0.29451936,0.13667338,0.13941452
id_2cbe08285_39,0.38711473,0.17059498,0.32666594
id_2cbe08285_41,0.44094607,0.5006584,0.50353014
id_2cbe08285_44,0.64957744,0.7118283,0.85417485
id_2cbe08285_52,0.39854425,0.5257257,0.64172083
id_2cbe08285_58,0.31237337,0.13289858,0.30348974
id_2cbe08285_60,1.0667917,1.2079573,1.4590098
id_2cbe08285_64,0.37163398,0.17960799,0.21506977
id_2cbe08285_65,0.24904642,0.20053482,0.31191713
id_2cd16deac_0,0.5623517,0.52255607,0.54501444
id_2cd16deac_20,0.7335123,0.43062076,0.30537897
id_2cd16deac_26,0.11029244,0.28029948,0.1526816
id_2cd16deac_33,0.3530965,0.2582813,0.23688611
id_2cd16deac_38,0.011313721,0.11045464,0.029881844
id_2cd16deac_50,0.02639545,0.16610081,0.08447696
id_2cd16deac_57,0.11716215,0.28102136,0.14973143
id_2cda32b51_3,0.2264915,0.05722269,0.062534496
id_2cda32b51_5,-0.0482093,6.853345,-0.8694631
id_2cda32b51_11,-0.58282727,2.0987802,-0.9573646
id_2cda32b51_16,0.10224923,0.04485806,0.06374668
id_2cda32b51_18,0.10224923,0.04485806,0.06374668
id_2cda32b51_27,0.10224923,0.04485806,0.06374668
id_2cda32b51_30,0.10224923,0.04485806,0.06374668
id_2cda32b51_38,0.33922482,0.8519523,0.01691575
id_2cda32b51_48,0.26050368,3.2071269,0.39048803
id_2cda32b51_60,0.4476927,0.81292516,0.8006117
id_2cda32b51_61,0.07171227,1.9629422,0.51178515
id_2cda32b51_67,0.34201983,0.2102841,0.45377824
id_2ce36c681_1,1.6869642,3.6273162,3.8506384
id_2ce36c681_5,0.27487826,0.39739466,0.32526857
id_2ce36c681_12,0.7138401,1.5177449,0.9588032
id_2ce36c681_20,0.79797673,0.6044971,0.49203235
id_2ce36c681_22,0.21555051,0.7527395,0.38631508
id_2ce36c681_28,1.0875078,0.8224495,0.5775554
id_2ce36c681_35,0.31734082,0.23473166,0.14222555
id_2ce36c681_36,0.12522438,0.17675357,0.09841259
id_2ce36c681_40,0.07785703,0.22606017,0.097376056
id_2ce36c681_42,0.045397732,0.29323503,0.12248385
id_2ce36c681_49,0.19654433,0.29425478,0.122252144
id_2ce36c681_60,0.14268644,0.39385232,0.23125532
id_2ce36c681_67,0.42029035,0.80025995,0.69600743
id_2cfbdbe87_2,1.5699414,1.0836856,1.3923997
id_2cfbdbe87_6,0.12830512,0.14506309,0.13492507
id_2cfbdbe87_14,0.07180221,0.27663434,0.18125172
id_2cfbdbe87_18,0.15066017,0.11758691,-0.08463726
id_2cfbdbe87_21,0.20362806,0.07672955,-0.02625932
id_2cfbdbe87_29,0.015014623,0.12772408,0.03638948
id_2cfbdbe87_41,0.22968592,0.12913339,0.24259931
id_2cfbdbe87_49,0.23829684,0.52739877,0.44655645
id_2cfbdbe87_50,0.028591944,0.081692696,0.047989026
id_2cfbdbe87_54,0.106887646,0.2716915,0.23899686
id_2cfbdbe87_59,0.06341217,0.08092578,0.10541558
id_2cfbdbe87_60,0.28004116,0.5526525,0.43871358
